project_name,project_links,type,units
Nouvel 18,https://www.propertyguru.com.sg//project/nouvel-18-20748,condo,156.0
Niven Suites,https://www.propertyguru.com.sg//project/niven-suites-20744,condo,29.0
Park Residences Kovan,https://www.propertyguru.com.sg//project/park-residences-kovan-20754,condo,41.0
The Palette,https://www.propertyguru.com.sg//project/the-palette-20854,condo,892.0
Choon Sing Garden,https://www.propertyguru.com.sg//project/choon-sing-garden-20855,condo,
Chuan Vista II,https://www.propertyguru.com.sg//project/chuan-vista-ii-20859,condo,16.0
Jupiter 18,https://www.propertyguru.com.sg//project/jupiter-18-20943,condo,53.0
Studio8,https://www.propertyguru.com.sg//project/studio8-20944,condo,35.0
The Ebony,https://www.propertyguru.com.sg//project/the-ebony-21079,condo,32.0
The Ardmore,https://www.propertyguru.com.sg//project/the-ardmore-21076,condo,24.0
The Blissville,https://www.propertyguru.com.sg//project/the-blissville-21077,condo,18.0
Ripple Bay,https://www.propertyguru.com.sg//project/ripple-bay-21183,condo,679.0
The Lush,https://www.propertyguru.com.sg//project/the-lush-21187,condo,37.0
The Promenade @ Pelikat,https://www.propertyguru.com.sg//project/the-promenade-pelikat-21188,condo,164.0
East Village,https://www.propertyguru.com.sg//project/east-village-21180,condo,90.0
Millage,https://www.propertyguru.com.sg//project/millage-21177,condo,70.0
The Sorrento,https://www.propertyguru.com.sg//project/the-sorrento-21182,condo,131.0
The Scotts Tower,https://www.propertyguru.com.sg//project/the-scotts-tower-21241,condo,231.0
M66,https://www.propertyguru.com.sg//project/m66-21252,condo,70.0
1919,https://www.propertyguru.com.sg//project/1919-21253,condo,75.0
Stellar RV,https://www.propertyguru.com.sg//project/stellar-rv-21247,condo,120.0
8M Residences,https://www.propertyguru.com.sg//project/8m-residences-21248,condo,68.0
River Isles,https://www.propertyguru.com.sg//project/river-isles-21242,condo,610.0
Seahill,https://www.propertyguru.com.sg//project/seahill-21244,condo,338.0
Sea Esta,https://www.propertyguru.com.sg//project/sea-esta-21257,condo,376.0
Tropika East,https://www.propertyguru.com.sg//project/tropika-east-21259,condo,105.0
D'hiro@Hillside,https://www.propertyguru.com.sg//project/d-hiro-hillside-21250,condo,24.0
Bartley Ridge,https://www.propertyguru.com.sg//project/bartley-ridge-21497,condo,868.0
Vue 8 Residence,https://www.propertyguru.com.sg//project/vue-8-residence-21674,condo,463.0
One Balmoral,https://www.propertyguru.com.sg//project/one-balmoral-21682,condo,91.0
Pollen & Bleu,https://www.propertyguru.com.sg//project/pollen-bleu-21778,condo,106.0
The Hillford,https://www.propertyguru.com.sg//project/the-hillford-21825,condo,281.0
Paterson Collection,https://www.propertyguru.com.sg//project/paterson-collection-21826,condo,85.0
Sunnyvale Residences,https://www.propertyguru.com.sg//project/sunnyvale-residences-21963,condo,30.0
Tre Residences,https://www.propertyguru.com.sg//project/tre-residences-22023,condo,250.0
The Nassim,https://www.propertyguru.com.sg//project/the-nassim-22204,condo,55.0
Dublin Road Flats,https://www.propertyguru.com.sg//project/dublin-road-flats-22207,condo,20.0
Principal Garden,https://www.propertyguru.com.sg//project/principal-garden-22255,condo,663.0
Rio Casa,https://www.propertyguru.com.sg//project/rio-casa-22382,condo,286.0
Stars of Kovan,https://www.propertyguru.com.sg//project/stars-of-kovan-22474,condo,395.0
Sturdee Residences,https://www.propertyguru.com.sg//project/sturdee-residences-22476,condo,305.0
G Residences,https://www.propertyguru.com.sg//project/g-residences-22481,condo,12.0
Oxley Residence,https://www.propertyguru.com.sg//project/oxley-residence-22473,condo,12.0
134 Watten Estate,https://www.propertyguru.com.sg//project/134-watten-estate-22687,condo,
Valley House,https://www.propertyguru.com.sg//project/valley-house-22764,condo,17.0
The Tapestry,https://www.propertyguru.com.sg//project/the-tapestry-23396,condo,861.0
The Verandah Residences,https://www.propertyguru.com.sg//project/the-verandah-residences-23398,condo,170.0
8 Hullet,https://www.propertyguru.com.sg//project/8-hullet-23400,condo,44.0
Rivercove Residences EC,https://www.propertyguru.com.sg//project/rivercove-residences-ec-23385,condo,628.0
8 Saint Thomas,https://www.propertyguru.com.sg//project/8-saint-thomas-23488,condo,250.0
Bukit 828,https://www.propertyguru.com.sg//project/bukit-828-23494,condo,34.0
Wilshire Residences,https://www.propertyguru.com.sg//project/wilshire-residences-23733,condo,85.0
Seraya Residences,https://www.propertyguru.com.sg//project/seraya-residences-23774,condo,17.0
The Essence,https://www.propertyguru.com.sg//project/the-essence-23775,condo,84.0
Tedge,https://www.propertyguru.com.sg//project/tedge-23889,condo,42.0
Verdale,https://www.propertyguru.com.sg//project/verdale-24517,condo,258.0
Clavon,https://www.propertyguru.com.sg//project/clavon-24518,condo,640.0
Hyll on Holland,https://www.propertyguru.com.sg//project/hyll-on-holland-24515,condo,319.0
M Suites,https://www.propertyguru.com.sg//project/m-suites-24635,condo,16.0
Bartley Vue,https://www.propertyguru.com.sg//project/bartley-vue-24630,condo,115.0
Canberra (parcel b),https://www.propertyguru.com.sg//project/canberra-parcel-b-24645,condo,448.0
Oei Tiong Ham Park Residences,https://www.propertyguru.com.sg//project/oei-tiong-ham-park-residences-24711,condo,9.0
Kemaman View,https://www.propertyguru.com.sg//project/kemaman-view-24708,condo,30.0
Laurel Park,https://www.propertyguru.com.sg//project/laurel-park-24710,condo,32.0
JJH Serviced Apartments,https://www.propertyguru.com.sg//project/jjh-serviced-apartments-24706,condo,8.0
Cai Gardens,https://www.propertyguru.com.sg//project/cai-gardens-24701,condo,26.0
Jervois Mansion,https://www.propertyguru.com.sg//project/jervois-mansion-24699,condo,
Dunearn Gardens,https://www.propertyguru.com.sg//project/dunearn-gardens-24703,condo,114.0
Concorde Residences,https://www.propertyguru.com.sg//project/concorde-residences-24702,condo,38.0
Char Yong Gardens,https://www.propertyguru.com.sg//project/char-yong-gardens-24923,condo,106.0
East Coast Ville,https://www.propertyguru.com.sg//project/east-coast-ville-24948,condo,60.0
Duchess Walk,https://www.propertyguru.com.sg//project/duchess-walk-24947,condo,119.0
Grace Court,https://www.propertyguru.com.sg//project/grace-court-24881,condo,10.0
Duku Court,https://www.propertyguru.com.sg//project/duku-court-24935,condo,6.0
Boon Lay View,https://www.propertyguru.com.sg//project/boon-lay-view-25155,condo,810.0
The Aspine,https://www.propertyguru.com.sg//project/the-aspine-25160,condo,35.0
Regent Gardens,https://www.propertyguru.com.sg//project/regent-gardens-25227,condo,31.0
Ikigai,https://www.propertyguru.com.sg//project/ikigai-25278,condo,16.0
Coco Palms,https://www.propertyguru.com.sg//project/coco-palms-21894,condo,944.0
The Baycourt,https://www.propertyguru.com.sg//project/the-baycourt-794,condo,56.0
Cashew Park Condo,https://www.propertyguru.com.sg//project/cashew-park-condo-903,condo,148.0
Espa,https://www.propertyguru.com.sg//project/espa-824,condo,78.0
Juniper Hill,https://www.propertyguru.com.sg//project/juniper-hill-23714,condo,115.0
Tropicana Condominium,https://www.propertyguru.com.sg//project/tropicana-condominium-940,condo,40.0
Bluwaters 2,https://www.propertyguru.com.sg//project/bluwaters-2-974,condo,71.0
Duchess Residences,https://www.propertyguru.com.sg//project/duchess-residences-965,condo,120.0
Fontaine Parry,https://www.propertyguru.com.sg//project/fontaine-parry-971,condo,125.0
Ki Residences At Brookvale,https://www.propertyguru.com.sg//project/ki-residences-at-brookvale-24503,condo,660.0
Palm Grove Condo,https://www.propertyguru.com.sg//project/palm-grove-condo-480,condo,111.0
Kensington Park,https://www.propertyguru.com.sg//project/kensington-park-414,condo,316.0
Montrosa,https://www.propertyguru.com.sg//project/montrosa-646,condo,122.0
Botannia,https://www.propertyguru.com.sg//project/botannia-756,condo,493.0
Waterford Residence,https://www.propertyguru.com.sg//project/waterford-residence-445,condo,118.0
Carabelle,https://www.propertyguru.com.sg//project/carabelle-744,condo,338.0
Fourth Avenue Residences,https://www.propertyguru.com.sg//project/fourth-avenue-residences-23566,condo,476.0
Olloi,https://www.propertyguru.com.sg//project/olloi-23711,condo,34.0
Rymden 77,https://www.propertyguru.com.sg//project/rymden-77-24527,condo,31.0
Fyve Derbyshire,https://www.propertyguru.com.sg//project/fyve-derbyshire-23564,condo,71.0
Coastline Residences,https://www.propertyguru.com.sg//project/coastline-residences-23696,condo,144.0
Sloane Residences,https://www.propertyguru.com.sg//project/sloane-residences-23730,condo,52.0
Jui Residences,https://www.propertyguru.com.sg//project/jui-residences-23525,condo,117.0
Park Colonial,https://www.propertyguru.com.sg//project/park-colonial-23459,condo,805.0
The Tre Ver,https://www.propertyguru.com.sg//project/the-tre-ver-23476,condo,729.0
The Antares,https://www.propertyguru.com.sg//project/the-antares-23784,condo,265.0
RV Altitude,https://www.propertyguru.com.sg//project/rv-altitude-23567,condo,140.0
Glentrees,https://www.propertyguru.com.sg//project/glentrees-274,condo,176.0
Hazel Park Condo,https://www.propertyguru.com.sg//project/hazel-park-condo-291,condo,696.0
Southaven II,https://www.propertyguru.com.sg//project/southaven-ii-371,condo,293.0
Emerald Garden,https://www.propertyguru.com.sg//project/emerald-garden-353,condo,265.0
Azalea Park Condo,https://www.propertyguru.com.sg//project/azalea-park-condo-539,condo,316.0
Springdale Condo,https://www.propertyguru.com.sg//project/springdale-condo-360,condo,480.0
Institution Ville,https://www.propertyguru.com.sg//project/institution-ville-24780,condo,5.0
Wilmer House,https://www.propertyguru.com.sg//project/wilmer-house-23783,condo,32.0
Infini at East Coast,https://www.propertyguru.com.sg//project/infini-at-east-coast-23770,condo,36.0
Van Holland,https://www.propertyguru.com.sg//project/van-holland-23842,condo,69.0
The Avenir,https://www.propertyguru.com.sg//project/the-avenir-23843,condo,376.0
Leedon Green,https://www.propertyguru.com.sg//project/leedon-green-23848,condo,638.0
The LINQ @ Beauty World,https://www.propertyguru.com.sg//project/the-linq-beauty-world-23852,condo,120.0
Tekka Place,https://www.propertyguru.com.sg//project/tekka-place-24481,condo,320.0
Pasir Ris 8,https://www.propertyguru.com.sg//project/pasir-ris-8-24626,condo,487.0
Grange 1866,https://www.propertyguru.com.sg//project/grange-1866-24627,condo,60.0
Amber Sea,https://www.propertyguru.com.sg//project/amber-sea-24621,condo,132.0
Katong Towers enbloc,https://www.propertyguru.com.sg//project/katong-towers-enbloc-24628,condo,298.0
City Towers enbloc (Perfect 10),https://www.propertyguru.com.sg//project/city-towers-enbloc-perfect-10-24629,condo,230.0
Canninghill Piers,https://www.propertyguru.com.sg//project/canninghill-piers-24663,condo,696.0
Casa Rosita,https://www.propertyguru.com.sg//project/casa-rosita-24753,condo,114.0
Elmira Heights,https://www.propertyguru.com.sg//project/elmira-heights-24754,condo,29.0
Aura Park,https://www.propertyguru.com.sg//project/aura-park-25174,condo,28.0
Diamond Tower,https://www.propertyguru.com.sg//project/diamond-tower-25162,condo,27.0
Brightview Apartment,https://www.propertyguru.com.sg//project/brightview-apartment-25164,condo,12.0
Balmoral View,https://www.propertyguru.com.sg//project/balmoral-view-25166,condo,22.0
Macpherson Green,https://www.propertyguru.com.sg//project/macpherson-green-25167,condo,57.0
The Hyde,https://www.propertyguru.com.sg//project/the-hyde-1769,condo,117.0
Parc Esta,https://www.propertyguru.com.sg//project/parc-esta-23534,condo,1399.0
RV Residences,https://www.propertyguru.com.sg//project/rv-residences-21303,condo,248.0
The Blossomvale,https://www.propertyguru.com.sg//project/the-blossomvale-379,condo,220.0
Merawoods,https://www.propertyguru.com.sg//project/merawoods-541,condo,305.0
The Jovell,https://www.propertyguru.com.sg//project/the-jovell-23508,condo,428.0
10 Evelyn,https://www.propertyguru.com.sg//project/10-evelyn-23498,condo,56.0
One Meyer,https://www.propertyguru.com.sg//project/one-meyer-23593,condo,66.0
The Lilium,https://www.propertyguru.com.sg//project/the-lilium-23694,condo,80.0
Residence Twenty-Two,https://www.propertyguru.com.sg//project/residence-twenty-two-23697,condo,22.0
The Iveria,https://www.propertyguru.com.sg//project/the-iveria-23832,condo,51.0
Dairy Farm Residences,https://www.propertyguru.com.sg//project/dairy-farm-residences-23828,condo,450.0
One Holland Village Residences,https://www.propertyguru.com.sg//project/one-holland-village-residences-23836,condo,296.0
Cairnhill 16,https://www.propertyguru.com.sg//project/cairnhill-16-23894,condo,39.0
Duku Apartments,https://www.propertyguru.com.sg//project/duku-apartments-24940,condo,8.0
Harbourside Apartments,https://www.propertyguru.com.sg//project/harbourside-apartments-24898,condo,16.0
Lotus At Pasir Panjang,https://www.propertyguru.com.sg//project/lotus-at-pasir-panjang-24874,condo,737.0
Cairnhill Astoria,https://www.propertyguru.com.sg//project/cairnhill-astoria-24890,condo,36.0
Citadines Balestier,https://www.propertyguru.com.sg//project/citadines-balestier-24932,condo,166.0
Canninghill Square,https://www.propertyguru.com.sg//project/canninghill-square-25215,condo,700.0
Eden Spring,https://www.propertyguru.com.sg//project/eden-spring-25214,condo,14.0
Fifth Avenue Condominium,https://www.propertyguru.com.sg//project/fifth-avenue-condominium-25210,condo,70.0
Le Marque,https://www.propertyguru.com.sg//project/le-marque-25220,condo,40.0
Fairways,https://www.propertyguru.com.sg//project/fairways-25216,condo,108.0
Robin Court,https://www.propertyguru.com.sg//project/robin-court-25218,condo,15.0
Waterfront View,https://www.propertyguru.com.sg//project/waterfront-view-25217,condo,583.0
96 Owen Road,https://www.propertyguru.com.sg//project/96-owen-road-25311,condo,20.0
Atlassia,https://www.propertyguru.com.sg//project/atlassia-25299,condo,31.0
Piccadilly Grand,https://www.propertyguru.com.sg//project/piccadilly-grand-25298,condo,2026.0
Sceneca Residence,https://www.propertyguru.com.sg//project/sceneca-residence-25304,condo,265.0
Lattice One,https://www.propertyguru.com.sg//project/lattice-one-23758,condo,48.0
The Gazania,https://www.propertyguru.com.sg//project/the-gazania-23695,condo,250.0
JadeScape,https://www.propertyguru.com.sg//project/jadescape-23491,condo,1206.0
Haus On Handy,https://www.propertyguru.com.sg//project/haus-on-handy-23737,condo,188.0
Valley Park,https://www.propertyguru.com.sg//project/valley-park-132,condo,728.0
Hillington Green,https://www.propertyguru.com.sg//project/hillington-green-357,condo,522.0
_0z,https://www.propertyguru.com.sg//project/0z-25346,condo,
View at Kismis,https://www.propertyguru.com.sg//project/view-at-kismis-23765,condo,186.0
Monterey Park Condominium,https://www.propertyguru.com.sg//project/monterey-park-condominium-115,condo,280.0
Hillview Green,https://www.propertyguru.com.sg//project/hillview-green-367,condo,400.0
Cairnhill Nine,https://www.propertyguru.com.sg//project/cairnhill-nine-22458,condo,268.0
LH Residences,https://www.propertyguru.com.sg//project/lh-residences-22550,condo,
Straits Mansions,https://www.propertyguru.com.sg//project/straits-mansions-22673,condo,25.0
Park Place Residences,https://www.propertyguru.com.sg//project/park-place-residences-22798,condo,429.0
38 Jervois,https://www.propertyguru.com.sg//project/38-jervois-22796,condo,27.0
Le Quest,https://www.propertyguru.com.sg//project/le-quest-23163,condo,516.0
24 One Residences,https://www.propertyguru.com.sg//project/24-one-residences-23160,condo,24.0
Five Nine,https://www.propertyguru.com.sg//project/five-nine-23372,condo,15.0
The Asteria,https://www.propertyguru.com.sg//project/the-asteria-23384,condo,23.0
Boulevard 88,https://www.propertyguru.com.sg//project/boulevard-88-23598,condo,154.0
Midtown Bay,https://www.propertyguru.com.sg//project/midtown-bay-23760,condo,219.0
Whistler Grand,https://www.propertyguru.com.sg//project/whistler-grand-23540,condo,716.0
3 Cuscaden,https://www.propertyguru.com.sg//project/3-cuscaden-23539,condo,96.0
Parkwood Residences,https://www.propertyguru.com.sg//project/parkwood-residences-23536,condo,18.0
YGK Gardens,https://www.propertyguru.com.sg//project/ygk-gardens-23544,condo,28.0
Jervois Prive,https://www.propertyguru.com.sg//project/jervois-prive-23710,condo,45.0
Parc Komo,https://www.propertyguru.com.sg//project/parc-komo-23712,condo,276.0
Neu at Novena,https://www.propertyguru.com.sg//project/neu-at-novena-23819,condo,87.0
Sengkang Grand Residences,https://www.propertyguru.com.sg//project/sengkang-grand-residences-23825,condo,680.0
Midwood,https://www.propertyguru.com.sg//project/midwood-23821,condo,564.0
Jing Suites,https://www.propertyguru.com.sg//project/jing-suites-23817,condo,7.0
77 @ East Coast,https://www.propertyguru.com.sg//project/77-east-coast-23859,condo,41.0
Peak Residence,https://www.propertyguru.com.sg//project/peak-residence-24534,condo,90.0
Park Nova,https://www.propertyguru.com.sg//project/park-nova-24608,condo,54.0
One Bernam,https://www.propertyguru.com.sg//project/one-bernam-24610,condo,351.0
Shangri-La Residences,https://www.propertyguru.com.sg//project/shangri-la-residences-24745,condo,55.0
Evergreen Residences,https://www.propertyguru.com.sg//project/evergreen-residences-24742,condo,7.0
Ola Residences,https://www.propertyguru.com.sg//project/ola-residences-25031,condo,50.0
Prince Charles Residences,https://www.propertyguru.com.sg//project/prince-charles-residences-25011,condo,660.0
Nassim Park,https://www.propertyguru.com.sg//project/nassim-park-25018,condo,104.0
Mega Woodlands,https://www.propertyguru.com.sg//project/mega-woodlands-24985,condo,640.0
Ruby Apartments,https://www.propertyguru.com.sg//project/ruby-apartments-24991,condo,48.0
Dragon Mansion,https://www.propertyguru.com.sg//project/dragon-mansion-24952,condo,140.0
Compass Green,https://www.propertyguru.com.sg//project/compass-green-25206,condo,115.0
Jasmine Court,https://www.propertyguru.com.sg//project/jasmine-court-25197,condo,24.0
Central Green Condominium,https://www.propertyguru.com.sg//project/central-green-condominium-25193,condo,412.0
Lewis Court,https://www.propertyguru.com.sg//project/lewis-court-25192,condo,
Lentor Modern,https://www.propertyguru.com.sg//project/lentor-modern-25377,condo,605.0
Terra Hill,https://www.propertyguru.com.sg//project/terra-hill-25378,condo,271.0
Kovan Jewel,https://www.propertyguru.com.sg//project/kovan-jewel-25371,condo,34.0
Sky Eden @ Bedok,https://www.propertyguru.com.sg//project/sky-eden-bedok-25373,condo,158.0
Adam Park Condominium,https://www.propertyguru.com.sg//project/adam-park-condominium-25,condo,118.0
Amaranda Gardens,https://www.propertyguru.com.sg//project/amaranda-gardens-34,condo,189.0
Amaryllis Ville,https://www.propertyguru.com.sg//project/amaryllis-ville-35,condo,311.0
Amber Park,https://www.propertyguru.com.sg//project/amber-park-36,condo,592.0
Arthur Mansions,https://www.propertyguru.com.sg//project/arthur-mansions-50,condo,41.0
Aquarius By The Park,https://www.propertyguru.com.sg//project/aquarius-by-the-park-46,condo,720.0
Arena Residences,https://www.propertyguru.com.sg//project/arena-residences-23550,condo,98.0
One Draycott,https://www.propertyguru.com.sg//project/one-draycott-22040,condo,64.0
Amber Point,https://www.propertyguru.com.sg//project/amber-point-37,condo,100.0
Amber Glades,https://www.propertyguru.com.sg//project/amber-glades-39,condo,63.0
8 @ Mount Sophia,https://www.propertyguru.com.sg//project/8-mount-sophia-18,condo,313.0
Savannah Condopark,https://www.propertyguru.com.sg//project/savannah-condopark-69,condo,648.0
Caribbean at Keppel Bay,https://www.propertyguru.com.sg//project/caribbean-at-keppel-bay-65,condo,969.0
Citylights,https://www.propertyguru.com.sg//project/citylights-64,condo,600.0
Marina Bay Residences,https://www.propertyguru.com.sg//project/marina-bay-residences-70,condo,428.0
The Sail @ Marina Bay,https://www.propertyguru.com.sg//project/the-sail-marina-bay-59,condo,1111.0
Kerrisdale,https://www.propertyguru.com.sg//project/kerrisdale-68,condo,481.0
183 Longhaus,https://www.propertyguru.com.sg//project/183-longhaus-22438,condo,40.0
Lotus at Paya Lebar,https://www.propertyguru.com.sg//project/lotus-at-paya-lebar-22520,condo,47.0
Parc Riviera,https://www.propertyguru.com.sg//project/parc-riviera-22647,condo,752.0
Forest Woods,https://www.propertyguru.com.sg//project/forest-woods-22648,condo,519.0
Eight@18Fort,https://www.propertyguru.com.sg//project/eight-18fort-22646,condo,8.0
Loft 33 @ Geylang,https://www.propertyguru.com.sg//project/loft-33-geylang-22815,condo,30.0
The Clement Canopy,https://www.propertyguru.com.sg//project/the-clement-canopy-22866,condo,505.0
Liang Seah Place,https://www.propertyguru.com.sg//project/liang-seah-place-22857,condo,30.0
Kandis Residence,https://www.propertyguru.com.sg//project/kandis-residence-23188,condo,130.0
Rezi 35,https://www.propertyguru.com.sg//project/rezi-35-23328,condo,44.0
The Garden Residences,https://www.propertyguru.com.sg//project/the-garden-residences-23440,condo,613.0
Affinity At Serangoon,https://www.propertyguru.com.sg//project/affinity-at-serangoon-23446,condo,1052.0
120 Grange,https://www.propertyguru.com.sg//project/120-grange-23444,condo,56.0
Kent Ridge Hill Residences,https://www.propertyguru.com.sg//project/kent-ridge-hill-residences-23535,condo,548.0
Astoria Park,https://www.propertyguru.com.sg//project/astoria-park-6,condo,354.0
Allsworth Park,https://www.propertyguru.com.sg//project/allsworth-park-3,condo,170.0
Astrid Meadows,https://www.propertyguru.com.sg//project/astrid-meadows-7,condo,208.0
Balmeg Court,https://www.propertyguru.com.sg//project/balmeg-court-10,condo,65.0
1 King Albert Park,https://www.propertyguru.com.sg//project/1-king-albert-park-12,condo,101.0
Aspen Heights,https://www.propertyguru.com.sg//project/aspen-heights-4,condo,606.0
Astor Green,https://www.propertyguru.com.sg//project/astor-green-5,condo,170.0
Avila Gardens,https://www.propertyguru.com.sg//project/avila-gardens-9,condo,347.0
Avalon,https://www.propertyguru.com.sg//project/avalon-8,condo,82.0
Riviere,https://www.propertyguru.com.sg//project/riviere-23698,condo,455.0
Parc Clematis,https://www.propertyguru.com.sg//project/parc-clematis-23763,condo,1468.0
The Florence Residences,https://www.propertyguru.com.sg//project/the-florence-residences-23599,condo,1410.0
Treasure at Tampines,https://www.propertyguru.com.sg//project/treasure-at-tampines-23600,condo,2203.0
Kopar At Newton,https://www.propertyguru.com.sg//project/kopar-at-newton-23902,condo,378.0
One Pearl Bank,https://www.propertyguru.com.sg//project/one-pearl-bank-23759,condo,774.0
Avenue South Residence,https://www.propertyguru.com.sg//project/avenue-south-residence-23798,condo,1074.0
The Oceanfront @ Sentosa Cove,https://www.propertyguru.com.sg//project/the-oceanfront-sentosa-cove-71,condo,264.0
The Raintree,https://www.propertyguru.com.sg//project/the-raintree-73,condo,315.0
Costa Del Sol,https://www.propertyguru.com.sg//project/costa-del-sol-61,condo,906.0
The Cosmopolitan,https://www.propertyguru.com.sg//project/the-cosmopolitan-81,condo,228.0
The Skywoods,https://www.propertyguru.com.sg//project/the-skywoods-21736,condo,420.0
The Lakefront Residences,https://www.propertyguru.com.sg//project/the-lakefront-residences-20561,condo,629.0
Regent Park,https://www.propertyguru.com.sg//project/regent-park-283,condo,276.0
Symphony Heights,https://www.propertyguru.com.sg//project/symphony-heights-284,condo,449.0
Mirage Tower,https://www.propertyguru.com.sg//project/mirage-tower-287,condo,248.0
Simsville,https://www.propertyguru.com.sg//project/simsville-286,condo,522.0
The Trevose,https://www.propertyguru.com.sg//project/the-trevose-285,condo,142.0
Tanglin Park,https://www.propertyguru.com.sg//project/tanglin-park-292,condo,274.0
Woodsvale,https://www.propertyguru.com.sg//project/woodsvale-138,condo,696.0
The Trumps,https://www.propertyguru.com.sg//project/the-trumps-125,condo,189.0
Maple Woods,https://www.propertyguru.com.sg//project/maple-woods-126,condo,697.0
The Metz,https://www.propertyguru.com.sg//project/the-metz-137,condo,169.0
Water Place,https://www.propertyguru.com.sg//project/water-place-123,condo,437.0
One Shenton,https://www.propertyguru.com.sg//project/one-shenton-135,condo,341.0
Tribeca by the Waterfront,https://www.propertyguru.com.sg//project/tribeca-by-the-waterfront-136,condo,175.0
Baywater,https://www.propertyguru.com.sg//project/baywater-127,condo,232.0
Yew Mei Green,https://www.propertyguru.com.sg//project/yew-mei-green-124,condo,712.0
Twin Regency,https://www.propertyguru.com.sg//project/twin-regency-133,condo,234.0
The Imperial,https://www.propertyguru.com.sg//project/the-imperial-129,condo,187.0
Grandeur 8,https://www.propertyguru.com.sg//project/grandeur-8-130,condo,579.0
Grand Duchess at St Patrick's,https://www.propertyguru.com.sg//project/grand-duchess-at-st-patrick-s-139,condo,121.0
Holt Residences,https://www.propertyguru.com.sg//project/holt-residences-281,condo,46.0
Bishan Park Condo,https://www.propertyguru.com.sg//project/bishan-park-condo-272,condo,320.0
Ardmore II,https://www.propertyguru.com.sg//project/ardmore-ii-131,condo,118.0
The Regency at Tiong Bahru,https://www.propertyguru.com.sg//project/the-regency-at-tiong-bahru-142,condo,158.0
Edelweiss Park Condo,https://www.propertyguru.com.sg//project/edelweiss-park-condo-140,condo,517.0
Hillview Regency,https://www.propertyguru.com.sg//project/hillview-regency-162,condo,572.0
Sunflower View,https://www.propertyguru.com.sg//project/sunflower-view-1064,condo,28.0
